1.1805 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
5.1365 	WARNING 	User requested fullscreen with size [1536  864], but screen is actually [1920, 1080]. Using actual size
6.1219 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, backendConf=UNKNOWN, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001EAE9089CC0>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000001EAE7FC6E48>, multiSample=False, name='window1', numSamples=2, pos=[0.0, 0.0], screen=0, size=array([1920, 1080]), stencilBits=0, stereo=False, units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
6.1221 	EXP 	window1: mouseVisible = True
6.1221 	EXP 	window1: recordFrameIntervals = False
6.2877 	EXP 	window1: recordFrameIntervals = True
6.4716 	EXP 	window1: recordFrameIntervals = False
6.8003 	EXP 	Created Cue = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='Task samples/cue.png', interpolate=True, mask=None, maskParams=None, name='Cue', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([0.5, 0.5]), texRes=128.0, units='height', win=Window(...))
6.8683 	EXP 	Created Fixation1 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='Task samples/Fixation.png', interpolate=True, mask=None, maskParams=None, name='Fixation1', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([0.5, 0.5]), texRes=128.0, units='height', win=Window(...))
6.8703 	EXP 	Created Trial1 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='Trial1', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([0.5, 0.5]), texRes=128.0, units='height', win=Window(...))
6.8830 	EXP 	window1: mouseVisible = True
6.8852 	EXP 	window1: mouseVisible = True
6.9240 	EXP 	Cue: autoDraw = True
7.9107 	EXP 	Imported task_conditions.xlsx as conditions, 10 conditions, 3 params
7.9111 	EXP 	Created sequence: random, trialTypes=10, nReps=1, seed=None
7.9113 	EXP 	New trial (rep=0, index=0): {'images': 'Task samples\\相同颜色及位置5.png', 'texts': 15, 'pos': (0, 0.05)}
7.9502 	EXP 	Cue: autoDraw = False
7.9502 	EXP 	Trial1: image = 'Task samples\\相同颜色及位置5.png'
7.9502 	EXP 	Fixation1: autoDraw = True
8.9343 	EXP 	Trial1: autoDraw = True
8.9510 	EXP 	Fixation1: autoDraw = False
10.2416 	DATA 	Mouse: Left button down, pos=(804,210)
10.2568 	EXP 	New trial (rep=0, index=1): {'images': 'Task samples\\相同颜色及位置7.png', 'texts': 17, 'pos': (0, 0.07)}
10.2927 	EXP 	Fixation1: autoDraw = False
10.2927 	EXP 	Trial1: autoDraw = False
10.2927 	EXP 	Trial1: image = 'Task samples\\相同颜色及位置7.png'
10.2927 	EXP 	Fixation1: autoDraw = True
10.3768 	DATA 	Mouse:  Left button up, pos=(804,210)
11.2960 	EXP 	Trial1: autoDraw = True
11.3127 	EXP 	Fixation1: autoDraw = False
12.9977 	DATA 	Mouse: Left button down, pos=(1208,219)
13.0050 	EXP 	New trial (rep=0, index=2): {'images': 'Task samples\\相同颜色及位置1.png', 'texts': 11, 'pos': (0, 0.01)}
13.0351 	EXP 	Fixation1: autoDraw = False
13.0351 	EXP 	Trial1: autoDraw = False
13.0351 	EXP 	Trial1: image = 'Task samples\\相同颜色及位置1.png'
13.0351 	EXP 	Fixation1: autoDraw = True
13.1209 	DATA 	Mouse:  Left button up, pos=(1208,219)
14.0400 	EXP 	Trial1: autoDraw = True
14.0566 	EXP 	Fixation1: autoDraw = False
19.4842 	DATA 	Mouse: Left button down, pos=(760,214)
19.4869 	EXP 	New trial (rep=0, index=3): {'images': 'Task samples\\相同颜色及位置6.png', 'texts': 16, 'pos': (0, 0.06)}
19.5216 	EXP 	Fixation1: autoDraw = False
19.5216 	EXP 	Trial1: autoDraw = False
19.5216 	EXP 	Trial1: image = 'Task samples\\相同颜色及位置6.png'
19.5216 	EXP 	Fixation1: autoDraw = True
19.6239 	DATA 	Mouse:  Left button up, pos=(760,214)
20.5266 	EXP 	Trial1: autoDraw = True
20.5431 	EXP 	Fixation1: autoDraw = False
28.5172 	EXP 	New trial (rep=0, index=4): {'images': 'Task samples\\相同颜色及位置4.png', 'texts': 14, 'pos': (0, 0.04)}
28.5529 	EXP 	Trial1: autoDraw = False
28.5529 	EXP 	Fixation1: autoDraw = False
28.5529 	EXP 	Trial1: autoDraw = False
28.5529 	EXP 	Trial1: image = 'Task samples\\相同颜色及位置4.png'
28.5529 	EXP 	Fixation1: autoDraw = True
29.5568 	EXP 	Trial1: autoDraw = True
29.5736 	EXP 	Fixation1: autoDraw = False
37.5523 	EXP 	New trial (rep=0, index=5): {'images': 'Task samples\\相同颜色及位置9.png', 'texts': 19, 'pos': (0, 0.09)}
37.5880 	EXP 	Trial1: autoDraw = False
37.5880 	EXP 	Fixation1: autoDraw = False
37.5880 	EXP 	Trial1: autoDraw = False
37.5880 	EXP 	Trial1: image = 'Task samples\\相同颜色及位置9.png'
37.5880 	EXP 	Fixation1: autoDraw = True
38.5763 	EXP 	Trial1: autoDraw = True
38.5936 	EXP 	Fixation1: autoDraw = False
43.8261 	DATA 	Mouse: Left button down, pos=(1116,223)
43.8287 	EXP 	New trial (rep=0, index=6): {'images': 'Task samples\\相同颜色及位置10.png', 'texts': 20, 'pos': (0, 0.1)}
43.8627 	EXP 	Fixation1: autoDraw = False
43.8627 	EXP 	Trial1: autoDraw = False
43.8627 	EXP 	Trial1: image = 'Task samples\\相同颜色及位置10.png'
43.8627 	EXP 	Fixation1: autoDraw = True
43.9478 	DATA 	Mouse:  Left button up, pos=(1116,223)
44.8676 	EXP 	Trial1: autoDraw = True
44.8842 	EXP 	Fixation1: autoDraw = False
45.5223 	DATA 	Mouse: Left button down, pos=(1143,227)
